Attribute_ID,Attribute_Name,Arabic_Name,Nature,Emotion_ID,Emotion_Name,Emotion_Arabic,Role,Quran_Ref,Hadith_Ref,Category,Notes
127,Sidq al-Mahabbah,صدق المحبة,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 3:31,,Secondary,True love brings nearness
128,Taqarrub ila Allah,التقرب إلى الله,Positive,10,Emptiness,الفراغ الروحي,Universal,Quran 5:35,Sahih al-Bukhari 6502,Universal,Drawing near to Allah is universal
128,Taqarrub ila Allah,التقرب إلى الله,Positive,10,Emptiness,الفراغ الروحي,Treatment,Quran 5:35,,Primary,Taqarrub fills emptiness
128,Taqarrub ila Allah,التقرب إلى الله,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 5:35,,Primary,Drawing near brings nearness
129,Thabat,الثبات,Positive,8,Laziness,الكسل,Universal,Quran 14:27,Jami at-Tirmidhi 2140,Universal,Firmness is universal
129,Thabat,الثبات,Positive,8,Laziness,الكسل,Treatment,Quran 14:27,,Primary,Firmness counters laziness
129,Thabat,الثبات,Positive,9,Hard-heartedness,قسوة القلب,Treatment,Quran 14:27,,Secondary,Firmness in good
130,Tajrid,التجريد,Positive,42,Sincerity,الإخلاص,Universal,Quran 39:11,Sahih al-Bukhari 1,Universal,Disassociation is universal
130,Tajrid,التجريد,Positive,13,Showing Off,الرياء,Treatment,Quran 39:11,,Primary,Tajrid cures showing off
130,Tajrid,التجريد,Positive,42,Sincerity,الإخلاص,Treatment,Quran 39:11,,Primary,Tajrid exemplifies sincerity
131,Ikhlas al-Qasd,إخلاص القصد,Positive,13,Showing Off,الرياء,Universal,Quran 98:5,Sahih al-Bukhari 1,Universal,Pure intention is universal
131,Ikhlas al-Qasd,إخلاص القصد,Positive,13,Showing Off,الرياء,Treatment,Quran 98:5,,Primary,Pure intention cures showing off
131,Ikhlas al-Qasd,إخلاص القصد,Positive,42,Sincerity,الإخلاص,Treatment,Quran 98:5,,Primary,Intensifier of ikhlas
132,Futuwwah,الفتوة,Positive,11,Arrogance,الكبر,Universal,Quran 59:9,Sahih Muslim 2588,Universal,Chivalrous character is universal
132,Futuwwah,الفتوة,Positive,11,Arrogance,الكبر,Treatment,Quran 59:9,,Primary,Futuwwah counters arrogance
132,Futuwwah,الفتوة,Positive,42,Sincerity,الإخلاص,Treatment,Quran 59:9,,Secondary,Chivalrous character supports sincerity
133,Tawakkul al-Kamil,التوكل الكامل,Positive,43,Trust in Allah,التوكل على الله,Universal,Quran 65:3,Sahih al-Bukhari 6470,Universal,Complete trust is universal
133,Tawakkul al-Kamil,التوكل الكامل,Positive,3,Anxiety,القلق,Treatment,Quran 65:3,,Primary,Complete trust cures anxiety
133,Tawakkul al-Kamil,التوكل الكامل,Positive,22,Weak Faith,ضعف الإيمان,Treatment,Quran 65:3,,Primary,Complete trust strengthens faith
134,Jam'iyyat al-Qalb,جمعية القلب,Positive,29,Overthinking,كثرة التفكير,Universal,Quran 13:28,Sahih Muslim 2675,Universal,Unity of heart is universal
134,Jam'iyyat al-Qalb,جمعية القلب,Positive,29,Overthinking,كثرة التفكير,Treatment,Quran 13:28,,Primary,Unity of heart cures overthinking
134,Jam'iyyat al-Qalb,جمعية القلب,Positive,21,Distractedness,الغفلة,Treatment,Quran 13:28,,Primary,Unity counters distraction
135,Hudur al-Qalb,حضور القلب,Positive,21,Distractedness,الغفلة,Universal,Quran 23:1-2,Sahih Muslim 489,Universal,Presence of heart is universal
135,Hudur al-Qalb,حضور القلب,Positive,21,Distractedness,الغفلة,Treatment,Quran 23:1-2,,Primary,Hudur al-Qalb counters distraction
135,Hudur al-Qalb,حضور القلب,Positive,49,Sweetness of Worship,حلاوة العبادة,Treatment,Quran 23:1-2,,Primary,Heart presence brings sweetness
136,Musharakah fi al-Khayr,المشاركة في الخير,Positive,18,Suspicion,سوء الظن,Universal,Quran 5:2,Sahih Muslim 2699,Universal,Joining in goodness is universal
136,Musharakah fi al-Khayr,المشاركة في الخير,Positive,18,Suspicion,سوء الظن,Treatment,Quran 5:2,,Primary,Joining in goodness builds trust
136,Musharakah fi al-Khayr,المشاركة في الخير,Positive,9,Loneliness,الوحدة,Treatment,Quran 5:2,,Secondary,Community involvement cures loneliness
137,Nasihah,النصيحة,Positive,18,Suspicion,سوء الظن,Universal,Quran 103:3,Sahih Muslim 55,Universal,Sincere advice is universal
137,Nasihah,النصيحة,Positive,18,Suspicion,سوء الظن,Treatment,Quran 103:3,,Primary,Sincere advice cures suspicion
137,Nasihah,النصيحة,Positive,42,Sincerity,الإخلاص,Treatment,Quran 103:3,,Secondary,Part of iman and sincerity
138,Islah,الإصلاح,Positive,16,Hatred,الحقد,Universal,Quran 49:10,Sahih al-Bukhari 2692,Universal,Reconciliation is universal
138,Islah,الإصلاح,Positive,16,Hatred,الحقد,Treatment,Quran 49:10,,Primary,Islah cures hatred
138,Islah,الإصلاح,Positive,17,Desire for Revenge,الانتقام,Treatment,Quran 49:10,,Primary,Reconciliation replaces revenge
139,Himmah Aliyah,الهمة العالية,Positive,8,Laziness,الكسل,Universal,Quran 94:7-8,Sahih Muslim 2664,Universal,High ambition is universal
139,Himmah Aliyah,الهمة العالية,Positive,8,Laziness,الكسل,Treatment,Quran 94:7-8,,Primary,High ambition counters laziness
139,Himmah Aliyah,الهمة العالية,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 94:7-8,,Secondary,High ambition for akhira
140,Mushahadah,المشاهدة,Positive,21,Distractedness,الغفلة,Universal,Quran 50:16,Sahih Muslim 8,Universal,Direct witnessing is universal
140,Mushahadah,المشاهدة,Positive,21,Distractedness,الغفلة,Treatment,Quran 50:16,,Primary,Mushahadah counters distraction
140,Mushahadah,المشاهدة,Positive,10,Emptiness,الفراغ الروحي,Treatment,Quran 50:16,,Primary,Direct witnessing fills void
141,Yusr,اليسر,Positive,19,Doubt,الشك,Universal,Quran 2:185,Sahih al-Bukhari 39,Universal,Ease is universal
141,Yusr,اليسر,Positive,19,Doubt,الشك,Treatment,Quran 2:185,,Primary,Yusr aids clarity
141,Yusr,اليسر,Positive,20,Confusion,الحيرة,Treatment,Quran 2:185,,Primary,Allah's law is ease
142,Bashashah,البشاشة,Positive,9,Loneliness,الوحدة,Universal,Quran 80:1-2,Sahih Muslim 2626,Universal,Cheerful face is universal
142,Bashashah,البشاشة,Positive,9,Loneliness,الوحدة,Treatment,Quran 80:1-2,,Primary,Cheerful face counters loneliness
142,Bashashah,البشاشة,Positive,1,Anger,الغضب,Treatment,Quran 80:1-2,,Secondary,Cheerfulness counters anger
143,Tafa'ul,التفاؤل,Positive,6,Hopelessness,اليأس,Universal,Quran 39:53,Sahih al-Bukhari 5776,Universal,Optimism is universal
143,Tafa'ul,التفاؤل,Positive,6,Hopelessness,اليأس,Treatment,Quran 39:53,,Primary,Optimism cures despair
143,Tafa'ul,التفاؤل,Positive,3,Anxiety,القلق,Treatment,Quran 39:53,,Primary,Optimism calms anxiety
144,Husn az-Zann bin-Nas,حسن الظن بالناس,Positive,18,Suspicion,سوء الظن,Universal,Quran 49:12,Sahih Muslim 2563,Universal,Good assumption is universal
144,Husn az-Zann bin-Nas,حسن الظن بالناس,Positive,18,Suspicion,سوء الظن,Treatment,Quran 49:12,,Primary,Good assumption cures suspicion
144,Husn az-Zann bin-Nas,حسن الظن بالناس,Positive,2,Jealousy,الحسد,Treatment,Quran 49:12,,Primary,Good assumption cures envy
145,Adab,الأدب,Positive,1,Anger,الغضب,Universal,Quran 68:4,Sahih Muslim 2321,Universal,Proper conduct is universal
145,Adab,الأدب,Positive,1,Anger,الغضب,Treatment,Quran 68:4,,Primary,Adab regulates anger
145,Adab,الأدب,Positive,13,Showing Off,الرياء,Treatment,Quran 68:4,,Secondary,Adab prevents showing off
146,Hifz al-Lisan,حفظ اللسان,Positive,18,Suspicion,سوء الظن,Universal,Quran 50:18,Sahih al-Bukhari 6475,Universal,Guarding tongue is universal
146,Hifz al-Lisan,حفظ اللسان,Positive,18,Suspicion,سوء الظن,Treatment,Quran 50:18,,Primary,Guarding tongue prevents backbiting
146,Hifz al-Lisan,حفظ اللسان,Positive,1,Anger,الغضب,Treatment,Quran 50:18,,Secondary,Guarding tongue prevents angry speech
147,Samahah,السماحة,Positive,25,Stinginess,البخل,Universal,Quran 7:199,Sahih al-Bukhari 2076,Universal,Ease is universal
147,Samahah,السماحة,Positive,25,Stinginess,البخل,Treatment,Quran 7:199,,Primary,Samahah cures stinginess
147,Samahah,السماحة,Positive,16,Hatred,الحقد,Treatment,Quran 7:199,,Secondary,Ease in dealings cures hatred
148,Waqar,الوقار,Positive,11,Arrogance,الكبر,Universal,Quran 25:63,Sahih al-Bukhari 6118,Universal,Dignity is universal
148,Waqar,الوقار,Positive,11,Arrogance,الكبر,Treatment,Quran 25:63,,Primary,Waqar is opposite of Kibr
148,Waqar,الوقار,Positive,1,Anger,الغضب,Treatment,Quran 25:63,,Secondary,Dignity composes anger
149,Jud,الجود,Positive,25,Stinginess,البخل,Universal,Quran 2:261,Sahih al-Bukhari 6035,Universal,Generosity is universal
149,Jud,الجود,Positive,25,Stinginess,البخل,Treatment,Quran 2:261,,Primary,Jud cures Bukhl
149,Jud,الجود,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 2:261,,Secondary,Generosity counters dunya love
150,Tawazun,التوازن,Positive,14,Greed,الطمع,Universal,Quran 28:77,Sahih al-Bukhari 6139,Universal,Balance is universal
150,Tawazun,التوازن,Positive,14,Greed,الطمع,Treatment,Quran 28:77,,Primary,Balance counters greed
150,Tawazun,التوازن,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 28:77,,Primary,Balance in dunya
153,Anah,الأناة,Positive,23,Impatience,قلة الصبر,Universal,Quran 17:11,Sahih Muslim 17,Universal,Deliberateness is universal
153,Anah,الأناة,Positive,23,Impatience,قلة الصبر,Treatment,Quran 17:11,,Primary,Anah cures impatience (Jaza')
153,Anah,الأناة,Positive,1,Anger,الغضب,Treatment,Quran 17:11,,Secondary,Deliberateness in anger
155,Satr,الستر,Positive,18,Suspicion,سوء الظن,Universal,Quran 24:19,Sahih Muslim 2590,Universal,Concealment is universal
155,Satr,الستر,Positive,18,Suspicion,سوء الظن,Treatment,Quran 24:19,,Primary,Satr covers faults
155,Satr,الستر,Positive,16,Hatred,الحقد,Treatment,Quran 24:19,,Secondary,Covering reduces hatred
156,Rahmah lil-Khalq,الرحمة للخلق,Positive,9,Hard-heartedness,قسوة القلب,Universal,Quran 21:107,Sahih al-Bukhari 6013,Universal,Mercy to creation is universal
156,Rahmah lil-Khalq,الرحمة للخلق,Positive,9,Hard-heartedness,قسوة القلب,Treatment,Quran 21:107,,Primary,Mercy softens hard heart
156,Rahmah lil-Khalq,الرحمة للخلق,Positive,9,Loneliness,الوحدة,Treatment,Quran 21:107,,Secondary,Mercy builds connections
157,Tawadu fi al-Ilm,التواضع في العلم,Positive,12,Pride,العجب,Universal,Quran 18:66,Sahih Muslim 2865,Universal,Humility in knowledge is universal
157,Tawadu fi al-Ilm,التواضع في العلم,Positive,12,Pride,العجب,Treatment,Quran 18:66,,Primary,Humility in knowledge counters pride
157,Tawadu fi al-Ilm,التواضع في العلم,Positive,19,Doubt,الشك,Treatment,Quran 18:66,,Secondary,Humility in seeking knowledge
159,Zuhd fi ad-Dunya,الزهد في الدنيا,Positive,15,Love of Dunya,حب الدنيا,Universal,Quran 57:20,Sunan Ibn Majah 4102,Universal,Asceticism is universal
159,Zuhd fi ad-Dunya,الزهد في الدنيا,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 57:20,,Primary,Zuhd cures dunya love
159,Zuhd fi ad-Dunya,الزهد في الدنيا,Positive,14,Greed,الطمع,Treatment,Quran 57:20,,Primary,Asceticism cures greed
161,Yaqzah,اليقظة,Positive,10,Emptiness,الفراغ الروحي,Universal,Quran 57:16,Sahih Muslim 2750,Universal,Awakening is universal
161,Yaqzah,اليقظة,Positive,21,Distractedness,الغفلة,Treatment,Quran 57:16,,Primary,Yaqzah cures Ghaflah
161,Yaqzah,اليقظة,Positive,10,Emptiness,الفراغ الروحي,Treatment,Quran 57:16,,Primary,Awakening fills void
163,I'tisam billah,الاعتصام بالله,Positive,19,Doubt,الشك,Universal,Quran 3:103,Sahih Muslim 867,Universal,Clinging to Allah is universal
163,I'tisam billah,الاعتصام بالله,Positive,19,Doubt,الشك,Treatment,Quran 3:103,,Primary,Clinging to Allah cures doubt
163,I'tisam billah,الاعتصام بالله,Positive,21,Distractedness,الغفلة,Treatment,Quran 3:103,,Secondary,Clinging to Allah cures distraction
165,Sabr Jamil,الصبر الجميل,Positive,5,Sadness,الحزن,Universal,Quran 12:18,Sahih al-Bukhari 1469,Universal,Beautiful patience is universal
165,Sabr Jamil,الصبر الجميل,Positive,5,Sadness,الحزن,Treatment,Quran 12:18,,Primary,Beautiful patience in grief
165,Sabr Jamil,الصبر الجميل,Positive,23,Impatience,قلة الصبر,Treatment,Quran 12:18,,Primary,Beautiful patience cures impatience
166,Hijrah ila Allah,الهجرة إلى الله,Positive,10,Emptiness,الفراغ الروحي,Universal,Quran 51:50,Sahih al-Bukhari 1,Universal,Migration to Allah is universal
166,Hijrah ila Allah,الهجرة إلى الله,Positive,10,Emptiness,الفراغ الروحي,Treatment,Quran 51:50,,Primary,Hijrah fills emptiness
166,Hijrah ila Allah,الهجرة إلى الله,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 51:50,,Primary,Hijrah from dunya
167,Tadhallul,التذلل,Positive,11,Arrogance,الكبر,Universal,Quran 25:63,Sahih Muslim 2865,Universal,Humbling oneself is universal
167,Tadhallul,التذلل,Positive,11,Arrogance,الكبر,Treatment,Quran 25:63,,Primary,Tadhallul counters Kibr
167,Tadhallul,التذلل,Positive,7,Guilt,الندم,Treatment,Quran 25:63,,Secondary,Humbling in repentance
168,Khashyah,الخشية,Positive,4,Fear,الخوف,Universal,Quran 35:28,Sahih al-Bukhari 6482,Universal,God-fearing is universal
168,Khashyah,الخشية,Positive,45,Fear of Allah,خشية الله,Treatment,Quran 35:28,,Primary,Khashyah is fear of Allah
168,Khashyah,الخشية,Positive,4,Fear,الخوف,Treatment,Quran 35:28,,Primary,Khashyah balances fear
169,Wajal,الوجل,Positive,45,Fear of Allah,خشية الله,Universal,Quran 8:2,Sahih al-Bukhari 50,Universal,God-fearing is universal
169,Wajal,الوجل,Positive,45,Fear of Allah,خشية الله,Treatment,Quran 8:2,,Primary,Wajal is fear of Allah
169,Wajal,الوجل,Positive,4,Fear,الخوف,Treatment,Quran 8:2,,Secondary,Healthy fear
170,Raghabah wa Rahabah,الرغبة والرهبة,Positive,4,Fear,الخوف,Universal,Quran 21:90,Sahih Muslim 2679,Universal,Hope and fear balanced
170,Raghabah wa Rahabah,الرغبة والرهبة,Positive,4,Fear,الخوف,Treatment,Quran 21:90,,Primary,Balance of hope and fear
170,Raghabah wa Rahabah,الرغبة والرهبة,Positive,6,Hopelessness,اليأس,Treatment,Quran 21:90,,Primary,Balance in hope and fear
171,Uns bil-Quran,الأنس بالقرآن,Positive,10,Emptiness,الفراغ الروحي,Universal,Quran 43:36,Sahih Muslim 804,Universal,Quranic companionship is universal
171,Uns bil-Quran,الأنس بالقرآن,Positive,9,Loneliness,الوحدة,Treatment,Quran 43:36,,Primary,Quran as companion
171,Uns bil-Quran,الأنس بالقرآن,Positive,10,Emptiness,الفراغ الروحي,Treatment,Quran 43:36,,Primary,Quran fills void
172,Ta'zim Allah,تعظيم الله,Positive,45,Fear of Allah,خشية الله,Universal,Quran 22:74,Sahih al-Bukhari 7384,Universal,Reverence for Allah is universal
172,Ta'zim Allah,تعظيم الله,Positive,45,Fear of Allah,خشية الله,Treatment,Quran 22:74,,Primary,Ta'zim is fear of Allah
172,Ta'zim Allah,تعظيم الله,Positive,49,Sweetness of Worship,حلاوة العبادة,Treatment,Quran 22:74,,Secondary,Reverence brings sweetness
173,Ta'zim Sha'air Allah,تعظيم شعائر الله,Positive,45,Fear of Allah,خشية الله,Universal,Quran 22:32,Sahih al-Bukhari 1610,Universal,Reverence for Allah's symbols is universal
173,Ta'zim Sha'air Allah,تعظيم شعائر الله,Positive,45,Fear of Allah,خشية الله,Treatment,Quran 22:32,,Primary,Reverence for symbols of Allah
173,Ta'zim Sha'air Allah,تعظيم شعائر الله,Positive,42,Sincerity,الإخلاص,Treatment,Quran 22:32,,Secondary,Reverence supports sincerity
176,Sidq at-Tawakkul,صدق التوكل,Positive,43,Trust in Allah,التوكل على الله,Universal,Quran 65:3,Sahih al-Bukhari 6470,Universal,True trust is universal
176,Sidq at-Tawakkul,صدق التوكل,Positive,3,Anxiety,القلق,Treatment,Quran 65:3,,Primary,True trust cures anxiety
176,Sidq at-Tawakkul,صدق التوكل,Positive,22,Weak Faith,ضعف الإيمان,Treatment,Quran 65:3,,Primary,True trust strengthens faith
178,Mahabbah fillah,المحبة في الله,Positive,50,Nearness to Allah,القرب من الله,Universal,Quran 59:10,Sahih Muslim 2566,Universal,Love for Allah's sake is universal
178,Mahabbah fillah,المحبة في الله,Positive,42,Sincerity,الإخلاص,Treatment,Quran 59:10,,Primary,Love for Allah is core sincerity
178,Mahabbah fillah,المحبة في الله,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 59:10,,Primary,Love brings nearness
179,Bughd fillah,البغض في الله,Positive,42,Sincerity,الإخلاص,Universal,Quran 60:4,Sunan Abi Dawud 4681,Universal,Disapproval for Allah's sake is universal
179,Bughd fillah,البغض في الله,Positive,4,Nifaq,النفاق,Treatment,Quran 60:4,,Primary,Disapproval for disbelief
179,Bughd fillah,البغض في الله,Positive,16,Hatred,الحقد,Treatment,Quran 60:4,,Secondary,Proper hatred
180,Ikhlas al-Mahabbah,إخلاص المحبة,Positive,42,Sincerity,الإخلاص,Universal,Quran 2:165,Sahih Muslim 2721,Universal,Sincerity of love is universal
180,Ikhlas al-Mahabbah,إخلاص المحبة,Positive,42,Sincerity,الإخلاص,Treatment,Quran 2:165,,Primary,Sincerity of love supports ikhlas
180,Ikhlas al-Mahabbah,إخلاص المحبة,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 2:165,,Secondary,Sincerity of love brings nearness
181,Sidq al-Mahabbah,صدق المحبة,Positive,42,Sincerity,الإخلاص,Universal,Quran 3:31,Sahih al-Bukhari 15,Universal,Truthfulness of love is universal
181,Sidq al-Mahabbah,صدق المحبة,Positive,42,Sincerity,الإخلاص,Treatment,Quran 3:31,,Primary,Truthfulness of love
181,Sidq al-Mahabbah,صدق المحبة,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 3:31,,Secondary,True love brings nearness
187,Shukr al-Khalq,شكر الخلق,Positive,9,Loneliness,الوحدة,Universal,Quran 31:14,Jami at-Tirmidhi 1954,Universal,Gratitude to people is universal
187,Shukr al-Khalq,شكر الخلق,Positive,9,Loneliness,الوحدة,Treatment,Quran 31:14,,Primary,Gratitude to people builds bonds
187,Shukr al-Khalq,شكر الخلق,Positive,16,Hatred,الحقد,Treatment,Quran 31:14,,Secondary,Gratitude counters hatred
188,Falah,الفلاح,Positive,22,Weak Faith,ضعف الإيمان,Universal,Quran 23:1,Sahih Muslim 85,Universal,Success is universal
188,Falah,الفلاح,Positive,22,Weak Faith,ضعف الإيمان,Treatment,Quran 23:1,,Primary,Success from strong faith
188,Falah,الفلاح,Positive,42,Sincerity,الإخلاص,Treatment,Quran 23:1,,Primary,True success from sincerity
189,Husn al-Khatimah,حسن الخاتمة,Positive,5,Sadness,الحزن,Universal,Quran 3:102,Sahih al-Bukhari 6607,Universal,Good ending is universal
189,Husn al-Khatimah,حسن الخاتمة,Positive,6,Hopelessness,اليأس,Treatment,Quran 3:102,,Primary,Good ending gives hope
189,Husn al-Khatimah,حسن الخاتمة,Positive,7,Guilt,الندم,Treatment,Quran 3:102,,Primary,Good ending after tawbah
191,Fawz al-Azim,الفوز العظيم,Positive,5,Sadness,الحزن,Universal,Quran 9:72,Sahih Muslim 2829,Universal,Great success is universal
191,Fawz al-Azim,الفوز العظيم,Positive,6,Hopelessness,اليأس,Treatment,Quran 9:72,,Primary,Great success from hope
191,Fawz al-Azim,الفوز العظيم,Positive,42,Sincerity,الإخلاص,Treatment,Quran 9:72,,Primary,Great success from faith
192,Liqa Allah,لقاء الله,Positive,48,Spiritual Longing,الشوق إلى الله,Universal,Quran 29:5,Sahih al-Bukhari 6507,Universal,Meeting Allah is universal
192,Liqa Allah,لقاء الله,Positive,48,Spiritual Longing,الشوق إلى الله,Treatment,Quran 29:5,,Primary,Liqa Allah is the goal
192,Liqa Allah,لقاء الله,Positive,16,Karahiyyat al-Mawt,كراهية الموت,Treatment,Quran 29:5,,Primary,Meeting Allah cures fear of death
193,Ridhwan Allah,رضوان الله,Positive,50,Nearness to Allah,القرب من الله,Universal,Quran 9:72,Sahih Muslim 2829,Universal,Allah's pleasure is universal
193,Ridhwan Allah,رضوان الله,Positive,6,Hopelessness,اليأس,Treatment,Quran 9:72,,Primary,Allah's pleasure gives hope
193,Ridhwan Allah,رضوان الله,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 9:72,,Primary,Allah's pleasure is nearness
194,Darajat al-Ihsan,درجات الإحسان,Positive,42,Sincerity,الإخلاص,Universal,Quran 83:28,Sahih Muslim 8,Universal,Levels of excellence is universal
194,Darajat al-Ihsan,درجات الإحسان,Positive,42,Sincerity,الإخلاص,Treatment,Quran 83:28,,Primary,Excellence levels from ikhlas
194,Darajat al-Ihsan,درجات الإحسان,Positive,49,Sweetness of Worship,حلاوة العبادة,Treatment,Quran 83:28,,Secondary,Excellence brings sweetness
196,Tawhid Kamil,التوحيد الكامل,Positive,4,Nifaq,النفاق,Universal,Quran 112:1,Sahih al-Bukhari 7375,Universal,Complete monotheism is universal
196,Tawhid Kamil,التوحيد الكامل,Positive,42,Sincerity,الإخلاص,Treatment,Quran 112:1,,Primary,Complete monotheism is core sincerity
196,Tawhid Kamil,التوحيد الكامل,Positive,15,Shirk al-Asghar,الشرك الأصغر,Treatment,Quran 112:1,,Primary,Complete monotheism removes shirk
197,Siddiqiyyah,الصديقية,Positive,42,Sincerity,الإخلاص,Universal,Quran 4:69,Sahih al-Bukhari 6094,Universal,Truthfulness is universal
197,Siddiqiyyah,الصديقية,Positive,42,Sincerity,الإخلاص,Treatment,Quran 4:69,,Primary,Siddiqiyyah is highest sincerity
197,Siddiqiyyah,الصديقية,Positive,19,Doubt,الشك,Treatment,Quran 4:69,,Primary,Truthfulness cures doubt
198,Wilayah,الولاية,Positive,50,Nearness to Allah,القرب من الله,Universal,Quran 10:62,Sahih al-Bukhari 6502,Universal,Nearness to Allah is universal
198,Wilayah,الولاية,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 10:62,,Primary,Wilayah is nearness
198,Wilayah,الولاية,Positive,42,Sincerity,الإخلاص,Treatment,Quran 10:62,,Primary,Wilayah through obedience
199,Talab al-Firdaws al-Ala,طلب الفردوس الأعلى,Positive,48,Spiritual Longing,الشوق إلى الله,Universal,Quran 83:26,Sahih al-Bukhari 2790,Universal,Seeking highest paradise is universal
199,Talab al-Firdaws al-Ala,طلب الفردوس الأعلى,Positive,6,Hopelessness,اليأس,Treatment,Quran 83:26,,Primary,Seeking highest paradise gives hope
199,Talab al-Firdaws al-Ala,طلب الفردوس الأعلى,Positive,42,Sincerity,الإخلاص,Treatment,Quran 83:26,,Primary,Seeking through sincere deeds
200,Jannat an-Naim Orientation,التطلع إلى جنة النعيم,Positive,48,Spiritual Longing,الشوق إلى الله,Universal,Quran 42:20,Sahih Muslim 2864,Universal,Yearning for paradise is universal
200,Jannat an-Naim Orientation,التطلع إلى جنة النعيم,Positive,6,Hopelessness,اليأس,Treatment,Quran 42:20,,Primary,Yearning for paradise cures despair
200,Jannat an-Naim Orientation,التطلع إلى جنة النعيم,Positive,42,Sincerity,الإخلاص,Treatment,Quran 42:20,,Primary,Yearning supports sincerity
98,Tawadu',التواضع,Positive,41,Humility,التواضع,Treatment,Quran 25:63,Sahih Muslim 2588,Primary,Tawadu is core of humility
2,Kibr,الكبر,Negative,41,Humility,التواضع,Disease,Quran 31:18,Sahih Muslim 91,Secondary,Arrogance opposes humility
3,Ujb,العجب,Negative,41,Humility,التواضع,Disease,Quran 53:32,Sahih Muslim 2749,Secondary,Self-amazement opposes humility
74,Taqwa,التقوى,Positive,41,Humility,التواضع,Treatment,Quran 2:197,Sahih Muslim 2564,Secondary,True honor is with taqwa and humility
72,Ikhlas,الإخلاص,Positive,41,Humility,التواضع,Treatment,Quran 98:5,Sahih al-Bukhari 1,Secondary,Sincerity supports humility
99,Sakinah,السكينة,Positive,46,Tranquility,السكينة,Treatment,Quran 48:4,Sahih al-Bukhari 3614,Primary,Tranquility is core
20,Wahn,الوهن,Negative,46,Tranquility,السكينة,Disease,Quran 8:46,,Secondary,Weakness opposes tranquility
77,Tawakkul,التوكل,Positive,46,Tranquility,السكينة,Treatment,Quran 3:159,Sahih al-Bukhari 6470,Secondary,Trust brings tranquility
80,Yaqin,اليقين,Positive,46,Tranquility,السكينة,Treatment,Quran 2:2,Sahih Muslim 8,Secondary,Certainty brings tranquility
9,Qasawat al-Qalb,قسوة القلب,Negative,37,Hard-heartedness,قسوة القلب,Disease,Quran 57:16,Sahih Muslim 2750,Primary,Hardness of heart is Hard-heartedness emotion
5,Sadness,الحزن,Negative,37,Hard-heartedness,قسوة القلب,Disease,Quran 57:16,,Secondary,Unhealed grief hardens heart
104,Tadhakkur,التذكر,Positive,37,Hard-heartedness,قسوة القلب,Treatment,Quran 13:28,Sahih Muslim 2675,Primary,Remembrance softens hard heart
92,Khushu',الخشوع,Positive,37,Hard-heartedness,قسوة القلب,Treatment,Quran 23:1-2,Sahih Muslim 489,Primary,Khushu dissolves hardness
87,Rahmah,الرحمة,Positive,37,Hard-heartedness,قسوة القلب,Treatment,Quran 21:107,Sahih al-Bukhari 6013,Secondary,Mercy softens hard heart
171,Uns bil-Quran,الأنس بالقرآن,Positive,37,Hard-heartedness,قسوة القلب,Treatment,Quran 43:36,Sahih Muslim 804,Secondary,Quran revives hard heart
108,Firasah,الفراسة,Positive,20,Confusion,الحيرة,Treatment,Quran 15:75,Jami at-Tirmidhi 3127,Primary,Intuition cures confusion
108,Firasah,الفراسة,Positive,19,Doubt,الشك,Treatment,Quran 15:75,,Secondary,Intuition aids certainty
93,Inabah,الإنابة,Positive,7,Guilt,الندم,Treatment,Quran 39:54,Sahih Muslim 2702,Primary,Inabah heals guilt
93,Inabah,الإنابة,Positive,28,Shame after Sin,الخجل بعد الذنب,Treatment,Quran 39:54,,Secondary,Inabah heals shame
100,Ridha,الرضا,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 98:8,Sahih Muslim 2815,Primary,Contentment cures dunya love
100,Ridha,الرضا,Positive,2,Jealousy,الحسد,Treatment,Quran 98:8,,Secondary,Contentment cures envy
121,Istiqamah,الاستقامة,Positive,8,Laziness,الكسل,Treatment,Quran 41:30,Sahih Muslim 38,Primary,Istiqamah counters laziness
121,Istiqamah,الاستقامة,Positive,21,Distractedness,الغفلة,Treatment,Quran 41:30,,Primary,Istiqamah counters distraction
85,Rifq,الرفق,Positive,3,Anxiety,القلق,Treatment,Quran 3:159,Sahih Muslim 2593,Primary,Gentleness cures anxiety
85,Rifq,الرفق,Positive,4,Fear,الخوف,Treatment,Quran 3:159,,Secondary,Gentleness calms fear
162,Firasah Imaniyyah,الفراسة الإيمانية,Positive,20,Confusion,الحيرة,Universal,Quran 15:75,Jami at-Tirmidhi 3127,Intensifier,Firasah Imaniyyah (intensified Firasah) for Confusion
